Name,Age,Sex,Size,Color,Characteristics,Coat Length,House Trained,Health,State,Email,Phone,Profile
Raquel & Barbra-Sisters Want a Furever Home Together,Young,Female,Medium,Black,"Affectionate, Brave, Curious, Playful, Friendly, Funny, Perfect Kittens",Short,Yes,"Vaccinations up to date, spayed / neutered.","Laurel, MD",barbara@laurelcats.org,+17039696859,https://www.petfinder.com/cat/raquel-barbra-sisters-want-a-furever-home-together-73225176/md/laurel/laurel-cats-md454/
Nakia-Your Couch Companion,Adult,Female,Medium,Tortoiseshell,"Affectionate, Gentle, Friendly, Needs Experienced Cat Lover, Loves Head Pets And Scritches, Your Couch Companion",Short,Yes,"Vaccinations up to date, spayed / neutered.","Laurel, MD",barbara@laurelcats.org,+17039696859,https://www.petfinder.com/cat/nakia-your-couch-companion-73224519/md/laurel/laurel-cats-md454/
SweetieBoy-FIV Positively Adoptable!,Adult,Male,Medium,Black,"Affectionate, Couch, Friendly, Laid Back Chill, Sweetheart",Short,Yes,"Vaccinations up to date, spayed / neutered, special needs.","Laurel, MD",barbara@laurelcats.org,+17039696859,https://www.petfinder.com/cat/sweetieboy-fiv-positively-adoptable-73224317/md/laurel/laurel-cats-md454/
Magic-Perfect Companion,Adult,Female,Medium,Black & White / Tuxedo,"Affectionate, Couch, Dignified, Friendly, Quiet, Expert Bird Squirrel Watcher",Short,Yes,"Vaccinations up to date, spayed / neutered.","Laurel, MD",barbara@laurelcats.org,+17039696859,https://www.petfinder.com/cat/magic-perfect-companion-72964839/md/laurel/laurel-cats-md454/
Eclipse-Sweet Momma Cat,Adult,Female,Medium,Black & White / Tuxedo,"Affectionate, Friendly, Funny, Gentle, Playful, Smart, Athletic, Smart",Short,Yes,"Vaccinations up to date, spayed / neutered.","Laurel, MD",barbara@laurelcats.org,+17039696859,https://www.petfinder.com/cat/eclipse-sweet-momma-cat-72089507/md/laurel/laurel-cats-md454/
Butterfinger & Pewter-Friends for Life,Adult,Male,Large,Orange / Red,"Affectionate, Protective, Curious, Independent, Friendly, Gentle",Short,Yes,"Vaccinations up to date, spayed / neutered, special needs.","Laurel, MD",adoptions@laurelcats.org,+17039696859,https://www.petfinder.com/cat/butterfinger-pewter-friends-for-life-70959385/md/laurel/laurel-cats-md454/
Snowball-Beautiful Princess,Adult,Female,Medium,White,"Friendly, Affectionate, Smart, Curious, Independent, Quiet, Expert Bird And Squirrel Watcher, Funny",Short,Yes,"Vaccinations up to date, spayed / neutered.","Laurel, MD",adoptions@laurelcats.org,+17039696859,https://www.petfinder.com/cat/snowball-beautiful-princess-69424334/md/laurel/laurel-cats-md454/
"Midnight, a Darling Feline",Senior,Female,Large,Black,"Affectionate, Curious, Friendly, Funny, Gentle, Quiet, Smart, Couch potato, Playful",Short,Yes,"Vaccinations up to date, spayed / neutered, special needs.","Laurel, MD",adoptions@laurelcats.org,+17039696859,https://www.petfinder.com/cat/midnight-a-darling-feline-53504193/md/laurel/laurel-cats-md454/
Chloe,Adult,Female,Large,Tortoiseshell,,Medium,Yes,"Vaccinations up to date, spayed / neutered.","Gaithersburg, MD",,+17039696859,https://www.petfinder.com/cat/chloe-73754397/md/gaithersburg/haven-animal-rescue-of-texas-tx2572/
Tobias,Kitten,Male,Medium,Tabby (Gray / Blue / Silver),,Short,Yes,"Vaccinations up to date, spayed / neutered.","Gaithersburg, MD",,+17039696859,https://www.petfinder.com/cat/tobias-73736875/md/gaithersburg/haven-animal-rescue-of-texas-tx2572/
Kin,Kitten,Male,Medium,Tabby (Gray / Blue / Silver),,Short,Yes,"Vaccinations up to date, spayed / neutered.","Gaithersburg, MD",,+17039696859,https://www.petfinder.com/cat/kin-73691823/md/gaithersburg/haven-animal-rescue-of-texas-tx2572/
Lila,Young,Female,Medium,Tabby (Buff / Tan / Fawn),,Short,,"Vaccinations up to date, spayed / neutered.","Gaithersburg, MD",,+17039696859,https://www.petfinder.com/cat/lila-73597897/md/gaithersburg/haven-animal-rescue-of-texas-tx2572/
Sandy,Kitten,Female,Small,,,,,Spayed / neutered.,"Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/sandy-73817701/va/fairfax/fairfax-county-animal-shelter-va156/
Jovie,Kitten,Female,Small,,,,,Spayed / neutered.,"Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/jovie-73776161/va/fairfax/fairfax-county-animal-shelter-va156/
Nugget (& Snowball),Adult,Male,Medium,,,,,Spayed / neutered.,"Fairfax, VA",animalshelter@fairfaxcounty.gov,+17039696859,https://www.petfinder.com/cat/nugget-snowball-73776159/va/fairfax/fairfax-county-animal-shelter-va156/
Snowball (& Nugget),Adult,Male,Medium,,,,,Spayed / neutered.,"Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/snowball-nugget-73776157/va/fairfax/fairfax-county-animal-shelter-va156/
Summer,Adult,Female,Medium,,,,,Spayed / neutered.,"Fairfax, VA",animalshelter@fairfaxcounty.gov,+17039696859,https://www.petfinder.com/cat/summer-73776154/va/fairfax/fairfax-county-animal-shelter-va156/
Finny,Adult,Female,Medium,,,,,Spayed / neutered.,"Fairfax, VA",animalshelter@fairfaxcounty.gov,+17039696859,https://www.petfinder.com/cat/finny-73772242/va/fairfax/fairfax-county-animal-shelter-va156/
Crescent (Moon 4),Adult,Female,Small,,,,,Spayed / neutered.,"Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/crescent-moon-4-73754717/va/fairfax/fairfax-county-animal-shelter-va156/
Sugar,Adult,Female,Medium,,,,,Spayed / neutered.,"Fairfax, VA",animalshelter@fairfaxcounty.gov,+17039696859,https://www.petfinder.com/cat/sugar-73739080/va/fairfax/fairfax-county-animal-shelter-va156/
Princess,Adult,Female,Small,,,,,Spayed / neutered.,"Fairfax, VA",animalshelter@fairfaxcounty.gov,+17039696859,https://www.petfinder.com/cat/princess-73653953/va/fairfax/fairfax-county-animal-shelter-va156/
Yawoong-ee (AKA Meow),Adult,Male,Small,,,,,Spayed / neutered.,"Fairfax, VA",animalshelter@fairfaxcounty.gov,+17039696859,https://www.petfinder.com/cat/yawoong-ee-aka-meow-73627188/va/fairfax/fairfax-county-animal-shelter-va156/
Jasmine (working cat),Adult,Female,Medium,,,,,Spayed / neutered.,"Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/jasmine-working-cat-73617258/va/fairfax/fairfax-county-animal-shelter-va156/
Lacey,Adult,Female,Small,,,,,Spayed / neutered.,"Fairfax, VA",animalshelter@fairfaxcounty.gov,+17039696859,https://www.petfinder.com/cat/lacey-73597813/va/fairfax/fairfax-county-animal-shelter-va156/
Earl Grey,Adult,Male,Small,,,,,Spayed / neutered.,"Fairfax, VA",animalshelter@fairfaxcounty.gov,+17039696859,https://www.petfinder.com/cat/earl-grey-73586484/va/fairfax/fairfax-county-animal-shelter-va156/
Freya,Adult,Female,Medium,,,,,Spayed / neutered.,"Fairfax, VA",animalshelter@fairfaxcounty.gov,+17039696859,https://www.petfinder.com/cat/freya-73583135/va/fairfax/fairfax-county-animal-shelter-va156/
Nala,Adult,Male,Medium,,,,,Spayed / neutered.,"Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/nala-73570275/va/fairfax/fairfax-county-animal-shelter-va156/
Toto,Adult,Male,Large,,,,,Spayed / neutered.,"Fairfax, VA",animalshelter@fairfaxcounty.gov,+17039696859,https://www.petfinder.com/cat/toto-73560192/va/fairfax/fairfax-county-animal-shelter-va156/
Missy,Adult,Female,Small,,,,,Spayed / neutered.,"Fairfax, VA",animalshelter@fairfaxcounty.gov,+17039696859,https://www.petfinder.com/cat/missy-73523021/va/fairfax/fairfax-county-animal-shelter-va156/
Cannoli,Adult,Female,Small,,,,,Spayed / neutered.,"Fairfax, VA",animalshelter@fairfaxcounty.gov,+17039696859,https://www.petfinder.com/cat/cannoli-73395688/va/fairfax/fairfax-county-animal-shelter-va156/
Uno,Adult,Male,Small,,,,,Spayed / neutered.,"Fairfax, VA",animalshelter@fairfaxcounty.gov,+17039696859,https://www.petfinder.com/cat/uno-73279555/va/fairfax/fairfax-county-animal-shelter-va156/
Uno,Adult,Male,Small,,,,,Spayed / neutered.,"Fairfax, VA",animalshelter@fairfaxcounty.gov,+17039696859,https://www.petfinder.com/cat/uno-73279535/va/fairfax/fairfax-county-animal-shelter-va156/
Duke,Adult,Male,Medium,,,,,Spayed / neutered.,"Fairfax, VA",animalshelter@fairfaxcounty.gov,+17039696859,https://www.petfinder.com/cat/duke-73134789/va/fairfax/fairfax-county-animal-shelter-va156/
JoJo (Working Cat),Adult,Male,Medium,,,,,Spayed / neutered.,"Fairfax, VA",,+17039696859,https://www.petfinder.com/cat/jojo-working-cat-73134769/va/fairfax/fairfax-county-animal-shelter-va156/
Lemon,Adult,Female,Small,,,,,Spayed / neutered.,"Fairfax, VA",animalshelter@fairfaxcounty.gov,+17039696859,https://www.petfinder.com/cat/lemon-72961101/va/fairfax/fairfax-county-animal-shelter-va156/
Angelica,Adult,Female,Small,,,,,Spayed / neutered.,"Fairfax, VA",animalshelter@fairfaxcounty.gov,+17039696859,https://www.petfinder.com/cat/angelica-72936845/va/fairfax/fairfax-county-animal-shelter-va156/
Newton,Kitten,Male,Medium,Brown / Chocolate,"Curious, Independent, Playful",Short,Yes,"Vaccinations up to date, spayed / neutered.","Washington Grove, MD",mcspcacats@hotmail.com,+17039696859,https://www.petfinder.com/cat/newton-73327307/md/washington-grove/montgomery-county-spca-md04/
Einstein,Kitten,Male,Medium,Brown / Chocolate,"Affectionate, Athletic, Playful, Friendly",Short,Yes,"Vaccinations up to date, spayed / neutered.","Washington Grove, MD",mcspcacats@hotmail.com,+17039696859,https://www.petfinder.com/cat/einstein-73327246/md/washington-grove/montgomery-county-spca-md04/
Goose,Kitten,Male,Medium,Tabby (Brown / Chocolate),"Playful, Curious, Friendly",Short,Yes,"Vaccinations up to date, spayed / neutered.","Washington Grove, MD",mcspcacats@hotmail.com,+17039696859,https://www.petfinder.com/cat/goose-73311288/md/washington-grove/montgomery-county-spca-md04/
Goji,Kitten,Male,Medium,Brown / Chocolate,"Affectionate, Gentle, Friendly",Short,Yes,"Vaccinations up to date, spayed / neutered.","Washington Grove, MD",mcspcacats@hotmail.com,+17039696859,https://www.petfinder.com/cat/goji-73272322/md/washington-grove/montgomery-county-spca-md04/
Heather,Kitten,Female,Medium,Gray / Blue / Silver,"Friendly, Affectionate, Sweet, Playful",Short,Yes,"Vaccinations up to date, spayed / neutered.","Washington Grove, MD",mcspcacats@hotmail.com,+17039696859,https://www.petfinder.com/cat/heather-72938856/md/washington-grove/montgomery-county-spca-md04/
Lilly,Kitten,Female,Medium,Gray & White,"Playful, Friendly",Short,Yes,"Vaccinations up to date, spayed / neutered.","Washington Grove, MD",mcspcacats@hotmail.com,+17039696859,https://www.petfinder.com/cat/lilly-72938548/md/washington-grove/montgomery-county-spca-md04/
Burritos,Kitten,Male,Medium,Black & White / Tuxedo,"Friendly, Playful, Sweet",Short,Yes,"Vaccinations up to date, spayed / neutered.","Washington Grove, MD",,+17039696859,https://www.petfinder.com/cat/burritos-72871137/md/washington-grove/montgomery-county-spca-md04/
Taquitos,Kitten,Male,Medium,Black & White / Tuxedo,"Friendly, Playful, Sweet",Short,Yes,"Vaccinations up to date, spayed / neutered.","Washington Grove, MD",,+17039696859,https://www.petfinder.com/cat/taquitos-72871112/md/washington-grove/montgomery-county-spca-md04/
Waimea,Kitten,Male,Medium,Brown / Chocolate,"Playful, Gentle, Snuggler, Friendly",Short,Yes,"Vaccinations up to date, spayed / neutered.","Washington Grove, MD",mcspcacats@hotmail.com,+17039696859,https://www.petfinder.com/cat/waimea-72558640/md/washington-grove/montgomery-county-spca-md04/
Hilo,Kitten,Male,Medium,Brown / Chocolate,"Affectionate, Playful, Snuggly",Short,Yes,"Vaccinations up to date, spayed / neutered.","Washington Grove, MD",mcspca@mac.com,+17039696859,https://www.petfinder.com/cat/hilo-72558615/md/washington-grove/montgomery-county-spca-md04/
Girly,Adult,Female,Medium,Dilute Calico,"Affectionate, Gentle, Foodie, Curious",Short,Yes,"Vaccinations up to date, spayed / neutered.","Washington Grove, MD",mcspcacats@hotmail.com,+17039696859,https://www.petfinder.com/cat/girly-72219275/md/washington-grove/montgomery-county-spca-md04/
Milo,Young,Male,Medium,Gray / Blue / Silver,"Curious, Gentle, Quiet",Short,Yes,"Vaccinations up to date, spayed / neutered.","Washington Grove, MD",mcspcacats@hotmail.com,+17039696859,https://www.petfinder.com/cat/milo-72218171/md/washington-grove/montgomery-county-spca-md04/
Barn Cats,Adult,Unknown,Medium,,,,,"Vaccinations up to date, spayed / neutered.","Washington Grove, MD",,+17039696859,https://www.petfinder.com/cat/barn-cats-8431559/md/washington-grove/montgomery-county-spca-md04/
Freelance Felines,Young,Male,Medium,,"Brave, Protective, Smart, Independent, Curious, Playful, Athletic",,,"Vaccinations up to date, spayed / neutered.","Derwood, MD",adoptmcasac@montgomerycountymd.gov,+17039696859,https://www.petfinder.com/cat/freelance-felines-56548772/md/derwood/montgomery-county-animal-services-and-adoption-ctr-md423/
Sunny,Adult,Female,Large,Calico,"Friendly, Independent, Couch potato",Medium,Yes,"Vaccinations up to date, spayed / neutered.","Waldorf, MD",dogs@lastchanceanimalrescue.org,+17039696859,https://www.petfinder.com/cat/sunny-56696632/md/waldorf/last-chance-animal-rescue-md105/
Furby,Kitten,Female,Small,,"Affectionate, Friendly, Curious, Playful, Gentle",Medium,Yes,"Vaccinations up to date, spayed / neutered.","Gaithersburg, MD",fureversaved@gmail.com,+17039696859,https://www.petfinder.com/cat/furby-73834656/md/gaithersburg/furever-saved-fl1729/
Oreo,Young,Male,Medium,Black & White / Tuxedo,"Affectionate, Funny, Gentle, Friendly, Loves Kittens",Short,Yes,"Vaccinations up to date, spayed / neutered.","Gaithersburg, MD",fureversaved@gmail.com,+17039696859,https://www.petfinder.com/cat/oreo-73832747/md/gaithersburg/furever-saved-fl1729/
Bailey,Young,Female,Medium,Dilute Calico,"Affectionate, Gentle, Loyal, Friendly, Playful",Short,Yes,"Vaccinations up to date, spayed / neutered.","Gaithersburg, MD",fureversaved@gmail.com,+17039696859,https://www.petfinder.com/cat/bailey-73760975/md/gaithersburg/furever-saved-fl1729/
Hazelnut,Kitten,Female,Small,Tortoiseshell,"Affectionate, Funny, Friendly, Playful, Gentle",Short,Yes,"Vaccinations up to date, spayed / neutered.","Gaithersburg, MD",,+17039696859,https://www.petfinder.com/cat/hazelnut-73745598/md/gaithersburg/furever-saved-fl1729/
Grayson,Kitten,Male,Small,Tabby (Gray / Blue / Silver),"Affectionate, Funny, Gentle, Playful, Friendly",Short,Yes,"Vaccinations up to date, spayed / neutered.","Gaithersburg, MD",fureversaved@gmail.com,+17039696859,https://www.petfinder.com/cat/grayson-73686134/md/gaithersburg/furever-saved-fl1729/
Darla,Young,Female,Small,Tabby (Gray / Blue / Silver),"Affectionate, Funny, Curious, Friendly, Playful, Brave",Short,Yes,"Vaccinations up to date, spayed / neutered.","Gaithersburg, MD",fureversaved@gmail.com,+17039696859,https://www.petfinder.com/cat/darla-73655701/md/gaithersburg/furever-saved-fl1729/
Cassandra,Kitten,Female,Small,Black,"Affectionate, Funny, Curious, Playful, Friendly",Short,Yes,Vaccinations up to date.,"Gaithersburg, MD",fureversaved@gmail.com,+17039696859,https://www.petfinder.com/cat/cassandra-73642257/md/gaithersburg/furever-saved-fl1729/
Bellatrix,Kitten,Female,Small,,"Affectionate, Athletic, Curious, Funny, Playful, Friendly",Short,Yes,Spayed / neutered.,"Gaithersburg, MD",fureversaved@gmail.com,+17039696859,https://www.petfinder.com/cat/bellatrix-73614649/md/gaithersburg/furever-saved-fl1729/
Rubio,Adult,Male,Large,,"Affectionate, Couch, Funny, Gentle, Friendly, Loves Food",Medium,Yes,"Vaccinations up to date, spayed / neutered.","Gaithersburg, MD",fureversaved@gmail.com,+17039696859,https://www.petfinder.com/cat/rubio-73604138/md/gaithersburg/furever-saved-fl1729/
Kelly,Kitten,Female,Small,Black & White / Tuxedo,"Affectionate, Curious, Playful, Funny, Gentle",Short,,,"Gaithersburg, MD",fureversaved@gmail.com,+17039696859,https://www.petfinder.com/cat/kelly-73535307/md/gaithersburg/furever-saved-fl1729/
Hawkeye,Young,Male,Medium,Black,"Affectionate, Curious, Friendly, Funny, Playful, Smart",Short,Yes,"Vaccinations up to date, spayed / neutered.","Gaithersburg, MD",fureversaved@gmail.com,+17039696859,https://www.petfinder.com/cat/hawkeye-73466395/md/gaithersburg/furever-saved-fl1729/
Alina,Young,Female,Medium,Buff & White,"Affectionate, Brave, Curious, Friendly, Gentle, Loves, Playful, Smart",Short,Yes,"Vaccinations up to date, spayed / neutered.","Gaithersburg, MD",fureversaved@gmail.com,+17039696859,https://www.petfinder.com/cat/alina-73426808/md/gaithersburg/furever-saved-fl1729/
Ponchito,Young,Male,Medium,Tabby (Brown / Chocolate),"Affectionate, Friendly, Gentle, Playful, Curious",Short,Yes,"Vaccinations up to date, spayed / neutered.","Gaithersburg, MD",fureversaved@gmail.com,+17039696859,https://www.petfinder.com/cat/ponchito-73424635/md/gaithersburg/furever-saved-fl1729/
Chloe,Kitten,Female,Small,White,"Affectionate, Gentle, Friendly, Playful, Brave",Short,Yes,"Vaccinations up to date, spayed / neutered.","Gaithersburg, MD",fureversaved@gmail.com,+17039696859,https://www.petfinder.com/cat/chloe-73393569/md/gaithersburg/furever-saved-fl1729/
Sahara,Adult,Female,Medium,Calico,"Affectionate, Funny, Friendly, Playful",Short,,,"Gaithersburg, MD",fureversaved@gmail.com,+17039696859,https://www.petfinder.com/cat/sahara-73369359/md/gaithersburg/furever-saved-fl1729/
Gianna - Pre-Adoption Profile,Kitten,Female,Small,Tabby (Buff / Tan / Fawn),"Affectionate, Gentle, Friendly, Playful",Short,,,"Gaithersburg, MD",fureversaved@gmail.com,+17039696859,https://www.petfinder.com/cat/gianna-pre-adoption-profile-73324219/md/gaithersburg/furever-saved-fl1729/
Aria,Kitten,Female,Small,Tabby (Buff / Tan / Fawn),"Affectionate, Curious, Friendly, Funny",Short,Yes,Vaccinations up to date.,"Gaithersburg, MD",fureversaved@gmail.com,+17039696859,https://www.petfinder.com/cat/aria-73302380/md/gaithersburg/furever-saved-fl1729/
